-2.0e0 -2.0e0 8.0e0 8.0e0
-1.833334e0 -2.0e0 7.3611145e0 7.3611145e0
-1.6666681e0 -2.0e0 6.7777847e0 6.7777847e0
-1.5000021e0 -2.0e0 6.2500046e0 6.2500046e0
-1.3333362e0 -2.0e0 5.7777847e0 5.7777847e0
-1.1666702e0 -2.0e0 5.3611191e0 5.3611191e0
-1.0000043e0 -2.0e0 5.0000092e0 5.0000092e0
-8.333383e-1 -2.0e0 4.6944528e0 4.6944528e0
-6.666723e-1 -2.0e0 4.444452e0 4.444452e0
-5.000063e-1 -2.0e0 4.2500063e0 4.2500063e0
-3.333403e-1 -2.0e0 4.1111157e0 4.1111157e0
-1.666743e-1 -2.0e0 4.0277803e0 4.0277803e0
-8.3e-6 -2.0e0 4.0e0 4.0e0
1.6665771e-1 -2.0e0 4.0277747e0 4.0277747e0
3.3332372e-1 -2.0e0 4.1111047e0 4.1111047e0
4.9998972e-1 -2.0e0 4.2499898e0 4.2499898e0
6.6665572e-1 -2.0e0 4.44443e0 4.44443e0
8.3332172e-1 -2.0e0 4.694425e0 4.694425e0
9.9998772e-1 -2.0e0 4.9999756e0 4.9999756e0
1.16665372e0 -2.0e0 5.361081e0 5.361081e0
1.3333197e0 -2.0e0 5.777739e0 5.777739e0
1.4999857e0 -2.0e0 6.2499588e0 6.2499588e0
1.6666516e0 -2.0e0 6.7777283e0 6.7777283e0
1.8333176e0 -2.0e0 7.3610535e0 7.3610535e0
1.9999835e0 -2.0e0 7.9999329e0 7.9999329e0

-2.0e0 -1.833334e0 7.3611145e0 7.3611145e0
-1.833334e0 -1.833334e0 6.722229e0 6.722229e0
-1.6666681e0 -1.833334e0 6.1388992e0 6.1388992e0
-1.5000021e0 -1.833334e0 5.6111191e0 5.6111191e0
-1.3333362e0 -1.833334e0 5.1388992e0 5.1388992e0
-1.1666702e0 -1.833334e0 4.7222336e0 4.7222336e0
-1.0000043e0 -1.833334e0 4.3611237e0 4.3611237e0
-8.333383e-1 -1.833334e0 4.0555673e0 4.0555673e0
-6.666723e-1 -1.833334e0 3.8055666e0 3.8055666e0
-5.000063e-1 -1.833334e0 3.6111208e0 3.6111208e0
-3.333403e-1 -1.833334e0 3.4722302e0 3.4722302e0
-1.666743e-1 -1.833334e0 3.3888948e0 3.3888948e0
-8.3e-6 -1.833334e0 3.3611145e0 3.3611145e0
1.6665771e-1 -1.833334e0 3.3888892e0 3.3888892e0
3.3332372e-1 -1.833334e0 3.4722192e0 3.4722192e0
4.9998972e-1 -1.833334e0 3.6111043e0 3.6111043e0
6.6665572e-1 -1.833334e0 3.8055444e0 3.8055444e0
8.3332172e-1 -1.833334e0 4.0555396e0 4.0555396e0
9.9998772e-1 -1.833334e0 4.3610901e0 4.3610901e0
1.16665372e0 -1.833334e0 4.7221954e0 4.7221954e0
1.3333197e0 -1.833334e0 5.1388535e0 5.1388535e0
1.4999857e0 -1.833334e0 5.6110733e0 5.6110733e0
1.6666516e0 -1.833334e0 6.1388428e0 6.1388428e0
1.8333176e0 -1.833334e0 6.722168e0 6.722168e0
1.9999835e0 -1.833334e0 7.3610474e0 7.3610474e0

-2.0e0 -1.6666681e0 6.7777847e0 6.7777847e0
-1.833334e0 -1.6666681e0 6.1388992e0 6.1388992e0
-1.6666681e0 -1.6666681e0 5.5555695e0 5.5555695e0
-1.5000021e0 -1.6666681e0 5.0277893e0 5.0277893e0
-1.3333362e0 -1.6666681e0 4.5555695e0 4.5555695e0
-1.1666702e0 -1.6666681e0 4.1389038e0 4.1389038e0
-1.0000043e0 -1.6666681e0 3.7777939e0 3.7777939e0
-8.333383e-1 -1.6666681e0 3.4722375e0 3.4722375e0
-6.666723e-1 -1.6666681e0 3.2222368e0 3.2222368e0
-5.000063e-1 -1.6666681e0 3.027791e0 3.027791e0
-3.333403e-1 -1.6666681e0 2.8889005e0 2.8889005e0
-1.666743e-1 -1.6666681e0 2.805565e0 2.805565e0
-8.3e-6 -1.6666681e0 2.7777847e0 2.7777847e0
1.6665771e-1 -1.6666681e0 2.8055594e0 2.8055594e0
3.3332372e-1 -1.6666681e0 2.8888895e0 2.8888895e0
4.9998972e-1 -1.6666681e0 3.0277745e0 3.0277745e0
6.6665572e-1 -1.6666681e0 3.2222147e0 3.2222147e0
8.3332172e-1 -1.6666681e0 3.4722098e0 3.4722098e0
9.9998772e-1 -1.6666681e0 3.7777603e0 3.7777603e0
1.16665372e0 -1.6666681e0 4.1388657e0 4.1388657e0
1.3333197e0 -1.6666681e0 4.5555237e0 4.5555237e0
1.4999857e0 -1.6666681e0 5.0277435e0 5.0277435e0
1.6666516e0 -1.6666681e0 5.555513e0 5.555513e0
1.8333176e0 -1.6666681e0 6.1388382e0 6.1388382e0
1.9999835e0 -1.6666681e0 6.7777176e0 6.7777176e0

-2.0e0 -1.5000021e0 6.2500046e0 6.2500046e0
-1.833334e0 -1.5000021e0 5.6111191e0 5.6111191e0
-1.6666681e0 -1.5000021e0 5.0277893e0 5.0277893e0
-1.5000021e0 -1.5000021e0 4.5000092e0 4.5000092e0
-1.3333362e0 -1.5000021e0 4.0277893e0 4.0277893e0
-1.1666702e0 -1.5000021e0 3.6111237e0 3.6111237e0
-1.0000043e0 -1.5000021e0 3.2500137e0 3.2500137e0
-8.333383e-1 -1.5000021e0 2.9444574e0 2.9444574e0
-6.666723e-1 -1.5000021e0 2.6944566e0 2.6944566e0
-5.000063e-1 -1.5000021e0 2.5000108e0 2.5000108e0
-3.333403e-1 -1.5000021e0 2.3611203e0 2.3611203e0
-1.666743e-1 -1.5000021e0 2.2777849e0 2.2777849e0
-8.3e-6 -1.5000021e0 2.2500046e0 2.2500046e0
1.6665771e-1 -1.5000021e0 2.2777792e0 2.2777792e0
3.3332372e-1 -1.5000021e0 2.3611093e0 2.3611093e0
4.9998972e-1 -1.5000021e0 2.4999944e0 2.4999944e0
6.6665572e-1 -1.5000021e0 2.6944345e0 2.6944345e0
8.3332172e-1 -1.5000021e0 2.9444296e0 2.9444296e0
9.9998772e-1 -1.5000021e0 3.2499802e0 3.2499802e0
1.16665372e0 -1.5000021e0 3.6110855e0 3.6110855e0
1.3333197e0 -1.5000021e0 4.0277435e0 4.0277435e0
1.4999857e0 -1.5000021e0 4.4999634e0 4.4999634e0
1.6666516e0 -1.5000021e0 5.0277328e0 5.0277328e0
1.8333176e0 -1.5000021e0 5.611058e0 5.611058e0
1.9999835e0 -1.5000021e0 6.2499374e0 6.2499374e0

-2.0e0 -1.3333362e0 5.7777847e0 5.7777847e0
-1.833334e0 -1.3333362e0 5.1388992e0 5.1388992e0
-1.6666681e0 -1.3333362e0 4.5555695e0 4.5555695e0
-1.5000021e0 -1.3333362e0 4.0277893e0 4.0277893e0
-1.3333362e0 -1.3333362e0 3.5555695e0 3.5555695e0
-1.1666702e0 -1.3333362e0 3.1389038e0 3.1389038e0
